dbn,school_name,address,lat,lon,district,school_type,grades,has_mshp,chronic_absenteeism_rate,enrollment,uhf_code,uhf_name,asthma_ed_rate,asthma_hosp_rate,svi_socioeconomic,svi_household_disability,svi_minority_language,svi_housing_transport,svi_overall,pct_poverty,pct_ell,pct_swd,pct_black,pct_hispanic,pct_white,pct_asian,childhood_obesity_pct,youth_mental_health_ed_rate,lead_elevated_pct,teen_pregnancy_rate,preventable_hosp_rate,food_insecurity_pct,expansion_cohort,estimated_start_year,years_with_mshp,health_burden_composite
11X076,P.S. 076 The Bennington School,900 ADEE AVENUE,40.869059,-73.860928,11,Elementary,"0K,01,02,03,04,05",False,47.06790161,648.0,102,Northeast Bronx,104.6,306.0,0.65,0.58,0.75,0.55,0.6325000000000001,0.804,0.198,0.206,0.375,0.486,0.063,0.062,22.3,98.4,1.2,18.5,142.3,18.2,,,,50.81511316086077
10X077,Bedford Park Elementary School,3177 WEBSTER AVENUE,40.872559,-73.875375,10,Elementary,"0K,01,02,03,04,05",False,42.30769348,468.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.852,0.335,0.164,0.068,0.679,0.088,0.146,28.4,115.3,2.1,28.4,185.6,24.5,,,,66.67577206983725
11X078,P.S. 078 Anne Hutchinson,1400 NEEDHAM AVENUE,40.878474,-73.850563,11,Elementary,"0K,01,02,03,04,05",False,49.02507019,718.0,102,Northeast Bronx,104.6,306.0,0.65,0.58,0.75,0.55,0.6325000000000001,0.858,0.076,0.175,0.659,0.278,0.018,0.03,22.3,98.4,1.2,18.5,142.3,18.2,,,,50.81511316086077
10X080,J.H.S. 080 The Mosholu Parkway,149 EAST MOSHOLU PKWY N,40.876819,-73.881245,10,Middle School,"06,07,08",False,36.39291382,621.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.895,0.359,0.235,0.144,0.732,0.032,0.07,28.4,115.3,2.1,28.4,185.6,24.5,,,,66.67577206983725
10X081,P.S. 081 Robert J. Christen,5550 RIVERDALE AVENUE,40.903275,-73.904657,10,Elementary,"0K,01,02,03,04,05",False,24.11444092,734.0,101,Kingsbridge - Riverdale,44.8,213.9,0.45,0.52,0.68,0.4,0.5125,0.37200000000000005,0.06,0.173,0.063,0.512,0.309,0.06,18.5,85.2,0.8,12.3,125.4,12.5,,,,35.158420691568104
11X083,P.S. 083 Donald Hertz,950 RHINELANDER AVENUE,40.849176,-73.858769,11,Elementary,"0K,01,02,03,04,05,06,07,08",False,25.14249611,1579.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.722,0.201,0.188,0.047,0.446,0.372,0.113,24.1,102.1,1.5,22.1,158.2,20.1,,,,53.723258754918824
10X085,P.S. 085 Great Expectations,2400 MARION AVENUE,40.858689,-73.894682,10,Elementary,"0K,01,02,03,04,05",True,33.07888031,786.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.946,0.229,0.207,0.309,0.661,0.006,0.01,28.4,115.3,2.1,28.4,185.6,24.5,cohort_2_2010_2015,2012.0,12.0,66.67577206983725
10X086,P.S. 086 Kingsbridge Heights,2756 RESERVOIR AVENUE,40.869061,-73.897066,10,Elementary,"PK,0K,01,02,03,04,05,06",False,37.40326691,1163.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.903,0.318,0.229,0.077,0.856,0.021,0.033,28.4,115.3,2.1,28.4,185.6,24.5,,,,66.67577206983725
11X087,P.S. 087 Bronx,1935 BUSSING AVENUE,40.895741,-73.846198,11,Elementary,"0K,01,02,03,04,05",False,32.47126389,348.0,102,Northeast Bronx,104.6,306.0,0.65,0.58,0.75,0.55,0.6325000000000001,0.8690000000000001,0.057,0.171,0.573,0.276,0.023,0.057,22.3,98.4,1.2,18.5,142.3,18.2,,,,50.81511316086077
09X088,P.S. X088 - S. Silverstein Little Sparrow School,1340 SHERIDAN AVENUE,40.837019,-73.913523,9,Elementary,"PK,0K,01,02,03",False,29.80769157,104.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.9079999999999999,0.149,0.184,0.264,0.724,0.0,0.0,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
11X089,P.S. 089 Bronx,980 MACE AVENUE,40.862481,-73.859254,11,Elementary,"PK,0K,01,02,03,04,05,06,07,08",False,42.02551651,1254.0,102,Northeast Bronx,104.6,306.0,0.65,0.58,0.75,0.55,0.6325000000000001,0.79,0.191,0.171,0.173,0.555,0.127,0.122,22.3,98.4,1.2,18.5,142.3,18.2,,,,50.81511316086077
10X091,P.S. 091 Bronx,2200 AQUEDUCT AVENUE,40.858286,-73.907494,10,Elementary,"0K,01,02,03,04,05",False,43.96984863,398.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.96,0.47,0.257,0.135,0.795,0.014,0.032,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
08X093,P.S. 093 Albert G. Oliver,1535 STORY AVENUE,40.822522,-73.877274,8,Elementary,"PK,0K,01,02,03,04,05",False,48.51485062,404.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.733,0.047,0.143,0.361,0.573,0.022,0.019,24.1,102.1,1.5,22.1,158.2,20.1,,,,53.723258754918824
10X094,P.S. 094 Kings College School,3530 KINGS COLLEGE PLACE,40.880661,-73.875268,10,Elementary,"0K,01,02,03,04,05",False,40.95940781,813.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.9079999999999999,0.27,0.23,0.13,0.738,0.027,0.08,28.4,115.3,2.1,28.4,185.6,24.5,,,,66.67577206983725
10X095,P.S. 095 Sheila Mencher,3961 HILLMAN AVENUE,40.883049,-73.891664,10,Elementary,"PK,0K,01,02,03,04,05,06,07,08",True,43.07359314,924.0,101,Kingsbridge - Riverdale,44.8,213.9,0.45,0.52,0.68,0.4,0.5125,0.856,0.169,0.219,0.155,0.717,0.046,0.061,18.5,85.2,0.8,12.3,125.4,12.5,cohort_2_2010_2015,2012.0,12.0,35.158420691568104
11X096,P.S. 096 Richard Rodgers,2385 OLINVILLE AVENUE,40.86073,-73.868986,11,Elementary,"0K,01,02,03,04,05",False,29.63752747,938.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.8140000000000001,0.105,0.198,0.178,0.642,0.13,0.025,28.4,115.3,2.1,28.4,185.6,24.5,,,,66.67577206983725
11X097,P.S. 097 Bronx,1375 MACE AVENUE,40.863524,-73.846768,11,Elementary,"PK,0K,01,02,03,04,05",False,39.39393997,627.0,102,Northeast Bronx,104.6,306.0,0.65,0.58,0.75,0.55,0.6325000000000001,0.816,0.077,0.228,0.23,0.4,0.128,0.216,22.3,98.4,1.2,18.5,142.3,18.2,,,,50.81511316086077
12X098,J.H.S. 098 Herman Ridder,1619 BOSTON ROAD,40.836245,-73.890591,12,Middle School,"06,07,08",False,,,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.96,0.351,0.26,0.214,0.688,0.013,0.052,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
08X100,P.S. 100 Isaac Clason,800 TAYLOR AVENUE,40.822552,-73.86276,8,Elementary,"PK,0K,01,02,03,04,05",False,43.4322052,472.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.863,0.095,0.254,0.259,0.681,0.015,0.02,24.1,102.1,1.5,22.1,158.2,20.1,,,,53.723258754918824
08X101,M.S. X101 Edward R. Byrne,2750 LAFAYETTE AVENUE,40.82708,-73.829211,8,Middle School,"06,07,08",False,24.14966011,588.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.7170000000000001,0.017,0.243,0.096,0.609,0.15,0.119,24.1,102.1,1.5,22.1,158.2,20.1,,,,53.723258754918824
11X103,P.S. 103 Hector Fontanez,4125 CARPENTER AVENUE,40.892198,-73.86194,11,Elementary,"0K,01,02,03,04,05",False,43.70034027,881.0,102,Northeast Bronx,104.6,306.0,0.65,0.58,0.75,0.55,0.6325000000000001,0.929,0.137,0.242,0.39,0.522,0.032,0.023,22.3,98.4,1.2,18.5,142.3,18.2,,,,50.81511316086077
11X105,P.S. 105 Sen Abraham Bernstein,725 BRADY AVENUE,40.853075,-73.866264,11,Elementary,"0K,01,02,03,04,05",True,47.73040009,727.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.9209999999999999,0.285,0.182,0.091,0.616,0.153,0.129,24.1,102.1,1.5,22.1,158.2,20.1,cohort_2_2010_2015,2012.0,12.0,53.723258754918824
11X106,P.S. 106 Parkchester,1514 OLMSTEAD AVENUE,40.836974,-73.854823,11,Elementary,"PK,0K,01,02,03,04,05",False,36.87150955,895.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.754,0.164,0.205,0.232,0.316,0.027,0.4,24.1,102.1,1.5,22.1,158.2,20.1,,,,53.723258754918824
08X107,P.S. 107,1695 SEWARD AVENUE,40.819221,-73.868735,8,Elementary,"PK,0K,01,02,03,04,05",False,46.78492355,451.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.96,0.1,0.263,0.32,0.647,0.024,0.002,24.1,102.1,1.5,22.1,158.2,20.1,,,,53.723258754918824
11X108,P.S. 108 Philip J. Abinanti,1166 NEILL AVENUE,40.8547,-73.8532,11,Elementary,"0K,01,02,03,04,05",False,18.28410721,711.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.7829999999999999,0.103,0.155,0.056,0.403,0.368,0.153,24.1,102.1,1.5,22.1,158.2,20.1,,,,53.723258754918824
09X109,P.S. 109 Sedgwick,1771 POPHAM AVENUE,40.851661,-73.918991,9,Elementary,"PK,0K,01,02,03,04,05",False,50.32966995,455.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.92,0.178,0.214,0.208,0.773,0.008,0.004,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
09X110,P.S. 110 Theodore Schoenfeld,580 CROTONA PARK SOUTH,40.83447,-73.900654,9,Elementary,"PK,0K,01,02,03,04,05",False,47.59036255,332.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.96,0.134,0.207,0.274,0.58,0.131,0.0,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
11X111,P.S. 111 Seton Falls,3740 BAYCHESTER AVENUE,40.884371,-73.839288,11,Elementary,"PK,0K,01,02,03,04,05",False,53.3482132,448.0,102,Northeast Bronx,104.6,306.0,0.65,0.58,0.75,0.55,0.6325000000000001,0.93,0.035,0.215,0.584,0.371,0.017,0.021,22.3,98.4,1.2,18.5,142.3,18.2,,,,50.81511316086077
11X112,P.S. 112 Bronxwood,1925 SCHIEFFELIN AVENUE,40.88494,-73.843977,11,Elementary,"PK,0K,01,02,03,04,05",False,46.98492432,398.0,102,Northeast Bronx,104.6,306.0,0.65,0.58,0.75,0.55,0.6325000000000001,0.9470000000000001,0.093,0.228,0.435,0.544,0.011,0.008,22.3,98.4,1.2,18.5,142.3,18.2,,,,50.81511316086077
09X114,P.S. X114 - Luis Llorens Torres Schools,1155 CROMWELL AVENUE,40.834979,-73.923297,9,Elementary,"0K,01,02,03,04",False,41.11111069,540.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.9359999999999999,0.275,0.226,0.168,0.749,0.027,0.046,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
09X117,I.S. 117 Joseph H. Wade,1865 MORRIS AVENUE,40.848552,-73.909022,9,Middle School,"06,07,08",False,38.08219147,365.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.948,0.318,0.266,0.178,0.811,0.003,0.003,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
10X118,J.H.S. 118 William W. Niles,577 EAST 179 STREET,40.848702,-73.892482,10,Middle School,"06,07,08",False,34.23077011,520.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.93,0.144,0.194,0.182,0.588,0.045,0.165,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
08X119,The Dr. Emmett W. Bassett School,1075 PUGSLEY AVENUE,40.828474,-73.857392,8,Other,"PK,0K,01,02,03,04,05",False,37.34513092,565.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.937,0.289,0.122,0.086,0.529,0.045,0.287,24.1,102.1,1.5,22.1,158.2,20.1,,,,53.723258754918824
11X121,P.S. 121 Throop,2750 THROOP AVENUE,40.866474,-73.85051,11,Elementary,"PK,0K,01,02,03,04,05",False,39.90825653,654.0,102,Northeast Bronx,104.6,306.0,0.65,0.58,0.75,0.55,0.6325000000000001,0.691,0.043,0.16,0.44,0.405,0.05,0.097,22.3,98.4,1.2,18.5,142.3,18.2,,,,50.81511316086077
08X123,J.H.S. 123 James M. Kieran,1025 MORRISON AVENUE,40.824989,-73.874162,8,Middle School,"06,07,08",False,41.09589005,511.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.903,0.277,0.275,0.161,0.782,0.004,0.04,24.1,102.1,1.5,22.1,158.2,20.1,,,,53.723258754918824
09X126,P.S. 126 Dr Marjorie H Dunbar,175 WEST 166 STREET,40.835866,-73.9282,9,Elementary,"PK,0K,01,02,03,04,05,06",False,52.4054985,582.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.96,0.319,0.149,0.251,0.726,0.015,0.006,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
11X127,J.H.S. 127 The Castle Hill,1560 PURDY STREET,40.838759,-73.853203,11,Middle School,"06,07,08",False,27.41358757,839.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.775,0.188,0.188,0.189,0.406,0.04,0.345,24.1,102.1,1.5,22.1,158.2,20.1,,,,53.723258754918824
09X128,Mott Hall III,580 CROTONA PARK SOUTH,40.83447,-73.900654,9,Other,"06,07,08",False,47.95918274,294.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.9109999999999999,0.12,0.268,0.354,0.615,0.022,0.003,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
12X129,M.S. 129 Academy for Independent Learning and Lead,2055 MAPES AVENUE,40.846128,-73.886721,12,Middle School,"06,07,08",False,32.80632401,253.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.96,0.169,0.297,0.284,0.672,0.021,0.021,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
08X130,P.S. 130 Abram Stevens Hewitt,750 PROSPECT AVENUE,40.817742,-73.901709,8,Elementary,"PK,0K,01,02,03,04,05",False,43.37349319,332.0,107,Hunts Point - Mott Haven,192.3,347.2,0.95,0.88,0.92,0.9,0.9125,0.9,0.197,0.197,0.177,0.81,0.01,0.0,34.5,168.4,4.5,48.2,268.5,38.2,,,,100.0
08X131,J.H.S. 131 Albert Einstein,885 BOLTON AVENUE,40.822925,-73.859998,8,Middle School,"06,07,08",False,44.02332306,343.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.866,0.125,0.262,0.268,0.638,0.015,0.055,24.1,102.1,1.5,22.1,158.2,20.1,,,,53.723258754918824
09X132,P.S. 132 Garret A. Morgan,1245 WASHINGTON AVENUE,40.832175,-73.907133,9,Elementary,"PK,0K,01,02,03,04,05",False,58.0,400.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.92,0.157,0.239,0.493,0.481,0.006,0.0,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
12X134,P.S. 134 George F. Bristow,1330 BRISTOW STREET,40.831613,-73.894241,12,Elementary,"PK,0K,01,02,03,04,05",False,42.49011993,506.0,107,Hunts Point - Mott Haven,192.3,347.2,0.95,0.88,0.92,0.9,0.9125,0.96,0.158,0.201,0.422,0.533,0.018,0.009,34.5,168.4,4.5,48.2,268.5,38.2,,,,100.0
08X138,P.S. 138 Samuel Randall,2060 LAFAYETTE AVENUE,40.822288,-73.853157,8,Elementary,"PK,0K,01,02,03,04,05",False,53.05755234,556.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.866,0.081,0.204,0.219,0.703,0.015,0.036,24.1,102.1,1.5,22.1,158.2,20.1,,,,53.723258754918824
08X140,P.S. X140 The Eagle School,916 EAGLE AVENUE,40.823318,-73.907489,8,Elementary,"PK,0K,01,02,03,04,05",False,53.84615326,390.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.9490000000000001,0.092,0.203,0.322,0.651,0.012,0.002,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
10X141,Riverdale / Kingsbridge Academy (Middle School / H,660 WEST 237 STREET,40.887407,-73.914141,10,Middle School,"06,07,08,09,10,11,12",False,18.87719345,1425.0,101,Kingsbridge - Riverdale,44.8,213.9,0.45,0.52,0.68,0.4,0.5125,0.526,0.08,0.197,0.095,0.576,0.244,0.064,18.5,85.2,0.8,12.3,125.4,12.5,,,,35.158420691568104
11X144,J.H.S. 144 Michelangelo,2545 GUNTHER AVENUE,40.863842,-73.836525,11,Middle School,"06,07,08",False,38.53658676,410.0,102,Northeast Bronx,104.6,306.0,0.65,0.58,0.75,0.55,0.6325000000000001,0.7859999999999999,0.103,0.251,0.53,0.367,0.033,0.055,22.3,98.4,1.2,18.5,142.3,18.2,,,,50.81511316086077
08X146,P.S. 146 Edward Collins,968 CAULDWELL AVENUE,40.824717,-73.905734,8,Elementary,"PK,0K,01,02,03,04,05",False,40.80996704,321.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.96,0.16,0.203,0.288,0.628,0.061,0.006,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
12X150,P.S. 150 Charles James Fox,920 EAST 167 STREET,40.82471,-73.894349,12,Elementary,"PK,0K,01,02,03,04,05",False,46.58273315,556.0,107,Hunts Point - Mott Haven,192.3,347.2,0.95,0.88,0.92,0.9,0.9125,0.937,0.297,0.214,0.206,0.736,0.033,0.007,34.5,168.4,4.5,48.2,268.5,38.2,,,,100.0
07X151,J.H.S. 151 Lou Gehrig,250 EAST 156 STREET,40.822574,-73.92114,7,Middle School,"06,07,08",False,,,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.8619417576476823,0.23597087882384116,0.2015825272943047,0.32,0.62,0.02,0.02,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
08X152,P.S. 152 Evergreen,1007 EVERGREEN AVENUE,40.823941,-73.880479,8,Elementary,"PK,0K,01,02,03,04,05,SE",False,43.46630096,727.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.91,0.371,0.179,0.13,0.823,0.011,0.015,24.1,102.1,1.5,22.1,158.2,20.1,,,,53.723258754918824
11X153,P.S. 153 Helen Keller,650 BAYCHESTER AVENUE,40.874035,-73.831669,11,Elementary,"0K,01,02,03,04,05",False,22.92576408,458.0,102,Northeast Bronx,104.6,306.0,0.65,0.58,0.75,0.55,0.6325000000000001,0.722,0.018,0.142,0.575,0.234,0.018,0.142,22.3,98.4,1.2,18.5,142.3,18.2,,,,50.81511316086077
07X154,P.S. 154 Jonathan D. Hyatt,333 EAST 135 STREET,40.808194,-73.925459,7,Elementary,"PK,0K,01,02,03,04,05",False,25.0,240.0,107,Hunts Point - Mott Haven,192.3,347.2,0.95,0.88,0.92,0.9,0.9125,0.96,0.132,0.215,0.426,0.547,0.015,0.004,34.5,168.4,4.5,48.2,268.5,38.2,,,,100.0
07X157,P.S. 157 Grove Hill,757 CAULDWELL AVENUE,40.819419,-73.908965,7,Elementary,"PK,0K,01,02,03,04,05",False,35.26570129,414.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.96,0.07,0.243,0.222,0.644,0.004,0.0,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
10X159,P.S. 159 Luis Munoz Marin Biling,2315 WASHINGTON AVENUE,40.85568,-73.893136,10,Elementary,"0K,01,02,03,04,05",False,27.39726067,146.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.909,0.299,0.182,0.136,0.838,0.006,0.0,28.4,115.3,2.1,28.4,185.6,24.5,,,,66.67577206983725
11X160,P.S. 160 Walt Disney,4140 HUTCHINSON RIVER PKWAY EA,40.864073,-73.823816,11,Elementary,"0K,01,02,03,04,05",False,25.24590111,305.0,102,Northeast Bronx,104.6,306.0,0.65,0.58,0.75,0.55,0.6325000000000001,0.762,0.024,0.213,0.646,0.296,0.021,0.012,22.3,98.4,1.2,18.5,142.3,18.2,,,,50.81511316086077
07X161,P.S. 161 Juan Ponce De Leon School,628 TINTON AVENUE,40.814168,-73.905233,7,Elementary,"PK,0K,01,02,03,04,05",False,41.86746979,332.0,107,Hunts Point - Mott Haven,192.3,347.2,0.95,0.88,0.92,0.9,0.9125,0.948,0.138,0.281,0.208,0.761,0.006,0.006,34.5,168.4,4.5,48.2,268.5,38.2,,,,100.0
09X163,P.S. 163 Arthur A. Schomburg,2075 WEBSTER AVENUE,40.8517,-73.899005,9,Elementary,"0K,01,02,03,04,05",False,35.56851196,343.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.96,0.286,0.259,0.383,0.59,0.021,0.0,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
75X168,P.S. 168,3050 WEBSTER AVENUE,40.869482,-73.878731,10,Elementary,"PK,01,02,03,04,05,06,07,08,09,10,11,12,SE",False,,,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.8137150050498794,0.21685750252493968,0.1881145015149638,0.28,0.6,0.05,0.04,28.4,115.3,2.1,28.4,185.6,24.5,,,,66.67577206983725
11X169,Baychester Academy,3500 EDSON AVENUE,40.881344,-73.839386,11,High School,"PK,0K,01,02,03,04,05",False,36.12565613,382.0,102,Northeast Bronx,104.6,306.0,0.65,0.58,0.75,0.55,0.6325000000000001,0.835,0.046,0.198,0.695,0.253,0.015,0.021,22.3,98.4,1.2,18.5,142.3,18.2,,,,50.81511316086077
09X170,P.S. 170,1598 TOWNSEND AVENUE,40.844367,-73.913253,9,Elementary,"0K,01,02",False,28.94736862,152.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.833,0.172,0.13,0.172,0.802,0.01,0.005,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
11X175,P.S. 175 City Island,200 CITY ISLAND AVENUE,40.844353,-73.78354,11,Elementary,"0K,01,02,03,04,05,06,07,08",False,26.4285717,280.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.55,0.058,0.202,0.103,0.492,0.318,0.062,24.1,102.1,1.5,22.1,158.2,20.1,,,,53.723258754918824
75X176,P.S. X176,750 BAYCHESTER AVENUE,40.874035,-73.831669,11,Elementary,"PK,01,02,03,04,05,06,07,08,09,10,11,12,SE",False,,,102,Northeast Bronx,104.6,306.0,0.65,0.58,0.75,0.55,0.6325000000000001,0.5482283289681135,0.10411416448405673,0.15046849869043405,0.42,0.35,0.08,0.1,22.3,98.4,1.2,18.5,142.3,18.2,,,,50.81511316086077
11X178,P.S. 178 - Dr. Selman Waksman,850 BAYCHESTER AVENUE,40.874035,-73.831669,11,Elementary,"0K,01,02,03,04,05",False,28.03234482,371.0,102,Northeast Bronx,104.6,306.0,0.65,0.58,0.75,0.55,0.6325000000000001,0.835,0.04,0.22,0.631,0.296,0.024,0.024,22.3,98.4,1.2,18.5,142.3,18.2,,,,50.81511316086077
07X179,P.S. 179,468 EAST 140 STREET,40.80908,-73.919773,7,Elementary,"PK,0K,01,02,03,04,05",False,37.82608795,230.0,107,Hunts Point - Mott Haven,192.3,347.2,0.95,0.88,0.92,0.9,0.9125,0.932,0.162,0.201,0.226,0.761,0.009,0.0,34.5,168.4,4.5,48.2,268.5,38.2,,,,100.0
11X180,M.S. 180 Dr. Daniel Hale Williams,700 BAYCHESTER AVENUE,40.874035,-73.831669,11,Middle School,"06,07,08",False,35.78553772,802.0,102,Northeast Bronx,104.6,306.0,0.65,0.58,0.75,0.55,0.6325000000000001,0.773,0.028,0.207,0.676,0.253,0.017,0.032,22.3,98.4,1.2,18.5,142.3,18.2,,,,50.81511316086077
11X181,I.S. 181 Pablo Casals,800 BAYCHESTER AVENUE,40.874035,-73.831669,11,Middle School,"06,07,08",False,32.02357483,509.0,102,Northeast Bronx,104.6,306.0,0.65,0.58,0.75,0.55,0.6325000000000001,0.805,0.035,0.24,0.573,0.282,0.036,0.077,22.3,98.4,1.2,18.5,142.3,18.2,,,,50.81511316086077
08X182,P.S. 182,601 STICKBALL BOULEVARD,40.818925,-73.856976,8,Elementary,"PK,0K,01,02,03,04,05",False,46.81818008,440.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.8370000000000001,0.086,0.175,0.259,0.619,0.055,0.051,24.1,102.1,1.5,22.1,158.2,20.1,,,,53.723258754918824
75X186,P186X Walter J. Damrosch School,750 JENNINGS STREET,40.831388,-73.897797,12,Other,"01,02,03,04,05,06,07,08,09,10,11,12,SE",False,,,107,Hunts Point - Mott Haven,192.3,347.2,0.95,0.88,0.92,0.9,0.9125,0.952301415047691,0.2961507075238455,0.22969042451430727,0.3,0.65,0.02,0.01,34.5,168.4,4.5,48.2,268.5,38.2,,,,100.0
75X188,P.S. X188,770 GROTE STREET,40.850168,-73.883877,10,Elementary,"PK,01,02,03,04,05,06,07,08,09,10,11,12,SE",False,,,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.8885346239482098,0.24426731197410492,0.20256038718446295,0.35,0.58,0.03,0.02,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
11X189,Cornerstone Academy for Social Action,3441 STEENWICK AVENUE,40.882778,-73.830616,11,High School,"PK,0K,01,02,03,04,05",False,37.97909546,287.0,102,Northeast Bronx,104.6,306.0,0.65,0.58,0.75,0.55,0.6325000000000001,0.857,0.034,0.177,0.514,0.442,0.024,0.007,22.3,98.4,1.2,18.5,142.3,18.2,,,,50.81511316086077
12X190,E.S.M.T- I.S. 190,1550 CROTONA PARK EAST,40.836156,-73.892784,12,Middle School,"06,07,08",False,43.20987701,243.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.943,0.179,0.227,0.284,0.69,0.017,0.004,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
