dbn,school_name,address,lat,lon,district,school_type,grades,has_mshp,chronic_absenteeism_rate,enrollment,uhf_code,uhf_name,asthma_ed_rate,asthma_hosp_rate,svi_socioeconomic,svi_household_disability,svi_minority_language,svi_housing_transport,svi_overall,pct_poverty,pct_ell,pct_swd,pct_black,pct_hispanic,pct_white,pct_asian,childhood_obesity_pct,youth_mental_health_ed_rate,lead_elevated_pct,teen_pregnancy_rate,preventable_hosp_rate,food_insecurity_pct,expansion_cohort,estimated_start_year,years_with_mshp,health_burden_composite
11X194,P.S./M.S. 194,2365 WATERBURY AVENUE,40.83541,-73.846594,11,Middle School,"0K,01,02,03,04,05,06,07,08",False,31.2148037,1243.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.821,0.181,0.17,0.07,0.495,0.036,0.375,24.1,102.1,1.5,22.1,158.2,20.1,,,,53.723258754918824
12X195,P.S. 195,1250 WARD AVENUE,40.830811,-73.877305,12,Elementary,"02,03,04,05",False,29.01960754,765.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.868,0.333,0.184,0.145,0.804,0.004,0.024,24.1,102.1,1.5,22.1,158.2,20.1,,,,53.723258754918824
12X196,P.S. 196,1250 WARD AVENUE,40.830811,-73.877305,12,Elementary,"02,03,04,05",False,32.66128922,744.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.8809999999999999,0.355,0.193,0.142,0.789,0.012,0.026,24.1,102.1,1.5,22.1,158.2,20.1,,,,53.723258754918824
09X199,P.S. 199X - The Shakespeare School,1449 SHAKESPEARE AVENUE,40.843453,-73.920826,9,Elementary,"PK,0K,01,02,03,04,05",True,32.45192337,416.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.946,0.244,0.22,0.259,0.662,0.009,0.015,32.8,158.3,3.8,42.3,245.2,35.8,cohort_2_2010_2015,2012.0,12.0,91.77022147534737
09X204,P.S. 204 Morris Heights,1780 DR. MARTIN LUTHER KING JR. BLVD,40.849416,-73.915217,9,Elementary,"0K,01,02,03,04,05",False,33.11475372,610.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.871,0.151,0.234,0.239,0.72,0.015,0.009,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
10X205,P.S. 205 Fiorello LaGuardia,2475 SOUTHERN BOULEVARD,40.855759,-73.881753,10,Elementary,"0K,01,02,03,04,05",False,41.41414261,594.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.924,0.3,0.234,0.111,0.808,0.054,0.017,28.4,115.3,2.1,28.4,185.6,24.5,,,,66.67577206983725
10X206,I.S. 206 Ann Mersereau,2280 AQUEDUCT AVENUE,40.859534,-73.906285,10,Middle School,"05,06,07,08",False,31.78294563,258.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.9420000000000001,0.413,0.322,0.096,0.885,0.01,0.005,28.4,115.3,2.1,28.4,185.6,24.5,,,,66.67577206983725
10X207,P.S. 207,3030 GODWIN TERRACE,40.878327,-73.906197,10,Elementary,"PK,0K,01,02",False,42.55319214,423.0,101,Kingsbridge - Riverdale,44.8,213.9,0.45,0.52,0.68,0.4,0.5125,0.848,0.29,0.176,0.067,0.815,0.067,0.041,18.5,85.2,0.8,12.3,125.4,12.5,,,,35.158420691568104
10X209,P.S. 209,313 EAST 183RD STREET,40.856834,-73.897635,10,Elementary,"PK,0K,01,02",False,28.5714283,168.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.96,0.248,0.158,0.185,0.806,0.005,0.005,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
12X211,P.S. 211,1919 PROSPECT AVENUE,40.843705,-73.890145,12,Elementary,"PK,0K,01,02,03,04,05,06,07,08",False,36.36363602,209.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.922,0.14,0.201,0.164,0.804,0.012,0.01,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
12X212,P.S. 212,1180 TINTON AVENUE,40.828406,-73.900121,12,Elementary,"0K,01,02,03,04,05",False,,,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.8833415012763044,0.24667075063815216,0.20800245038289128,0.32,0.62,0.02,0.02,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
10X213,Bronx Engineering and Technology Academy,99 TERRACE VIEW AVENUE,40.877379,-73.912686,10,High School,"09,10,11,12",False,56.3953476,344.0,101,Kingsbridge - Riverdale,44.8,213.9,0.45,0.52,0.68,0.4,0.5125,0.885,0.129,0.304,0.302,0.606,0.039,0.047,18.5,85.2,0.8,12.3,125.4,12.5,,,,35.158420691568104
12X214,P.S. 214,1970 WEST FARMS ROAD,40.839297,-73.879931,12,Elementary,"PK,0K,01,02,03,04,05,06,07,08",False,48.22006607,927.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.897,0.179,0.198,0.213,0.744,0.009,0.022,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
09X215,Kappa,3630 THIRD AVENUE,40.833493,-73.903951,9,Other,"05,06,07,08",False,23.60248375,161.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.9329999999999999,0.138,0.28,0.546,0.426,0.0,0.018,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
12X217,School of Performing Arts,977 FOX STREET,40.822056,-73.894368,12,Other,"06,07,08",True,44.23077011,156.0,107,Hunts Point - Mott Haven,192.3,347.2,0.95,0.88,0.92,0.9,0.9125,0.96,0.167,0.363,0.33,0.619,0.015,0.03,34.5,168.4,4.5,48.2,268.5,38.2,cohort_2_2010_2015,2012.0,12.0,100.0
09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,1220 GERARD AVENUE,40.835681,-73.919571,9,Middle School,"0K,01,02,03,04,05,06,07,08",False,34.09915543,827.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.9159999999999999,0.227,0.182,0.035,0.913,0.008,0.024,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
09X219,I.S. 219 New Venture School,3630 THIRD AVENUE,40.833493,-73.903951,9,Middle School,"06,07,08",False,37.2262764,274.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.96,0.227,0.397,0.376,0.583,0.029,0.004,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
07X221,South Bronx Preparatory: A College Board School,360 EAST 145 STREET,40.813612,-73.920851,7,High School,"06,07,08,09,10,11,12",False,26.50793648,630.0,107,Hunts Point - Mott Haven,192.3,347.2,0.95,0.88,0.92,0.9,0.9125,0.93,0.079,0.244,0.25,0.721,0.016,0.008,34.5,168.4,4.5,48.2,268.5,38.2,,,,100.0
07X223,The Laboratory School of Finance and Technology: X,360 EAST 145 STREET,40.813612,-73.920851,7,Other,"06,07,08,09,10,11,12",False,27.85388184,657.0,107,Hunts Point - Mott Haven,192.3,347.2,0.95,0.88,0.92,0.9,0.9125,0.935,0.056,0.179,0.164,0.811,0.008,0.008,34.5,168.4,4.5,48.2,268.5,38.2,,,,100.0
07X224,P.S./I.S. 224,345 BROOK AVENUE,40.810314,-73.918774,7,Middle School,"06,07,08",False,34.05405426,185.0,107,Hunts Point - Mott Haven,192.3,347.2,0.95,0.88,0.92,0.9,0.9125,0.96,0.175,0.336,0.288,0.668,0.009,0.013,34.5,168.4,4.5,48.2,268.5,38.2,,,,100.0
10X225,Theatre Arts Production Company School,2225 WEBSTER AVENUE,40.854257,-73.897404,10,Other,"06,07,08,09,10,11,12",False,51.50115585,433.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.848,0.091,0.25,0.268,0.697,0.011,0.014,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
10X226,P.S. 226,1950 SEDGWICK AVENUE,40.855822,-73.916076,10,Elementary,"PK,0K,01,02,03,04",False,28.36257362,342.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.9440000000000001,0.277,0.169,0.192,0.782,0.008,0.008,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
09X227,Bronx Collegiate Academy,240 EAST 172 STREET,40.839307,-73.911366,9,High School,"09,10,11,12",True,37.00440598,454.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.877,0.162,0.213,0.295,0.663,0.005,0.025,31.2,142.6,3.2,38.5,218.4,32.4,cohort_2_2010_2015,2012.0,12.0,84.5066113474254
10X228,Jonas Bronck Academy,400 EAST FORDHAM ROAD,40.860987,-73.891562,10,High School,"06,07,08",False,18.939394,396.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.866,0.071,0.216,0.172,0.731,0.041,0.052,28.4,115.3,2.1,28.4,185.6,24.5,,,,66.67577206983725
09X229,I.S. 229 Roland Patterson,275 HARLEM RIVER PARK BRIDGE,40.8524,-73.9216,9,Middle School,"05,06,07,08",True,37.5,184.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.96,0.138,0.392,0.343,0.63,0.022,0.006,31.2,142.6,3.2,38.5,218.4,32.4,cohort_2_2010_2015,2012.0,12.0,84.5066113474254
09X231,Eagle Academy for Young Men,4143 THIRD AVENUE,40.845366,-73.897479,9,High School,"06,07,08,09,10,11,12",False,17.06783295,457.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.816,0.049,0.345,0.531,0.427,0.013,0.011,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
09X232,I.S. 232,1700 MACOMBS ROAD,40.849416,-73.915217,9,Middle School,"06,07,08",False,29.39068031,279.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.96,0.341,0.248,0.192,0.799,0.009,0.0,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
09X236,P.S. 236 Langston Hughes,1871 WALTON AVENUE,40.848907,-73.909936,9,Elementary,"PK,0K,01,02,03,04,05",False,37.31778336,343.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.96,0.151,0.272,0.216,0.763,0.0,0.013,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
10X237,"The Marie Curie School for Medicine, Nursing, and",120 WEST 231 STREET,40.875636,-73.901565,10,Other,"09,10,11,12",False,45.99303055,287.0,101,Kingsbridge - Riverdale,44.8,213.9,0.45,0.52,0.68,0.4,0.5125,0.86,0.119,0.228,0.298,0.644,0.024,0.018,18.5,85.2,0.8,12.3,125.4,12.5,,,,35.158420691568104
09X241,Urban Assembly School for Applied Math and Science,1595 BATHGATE AVENUE,40.839508,-73.901774,9,Other,"06,07,08,09,10,11,12",False,57.67097855,541.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.945,0.143,0.282,0.274,0.708,0.005,0.005,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
12X242,Mott Hall V,1551 EAST 172ND STREET,40.832508,-73.878191,12,Other,"06,07,08,09,10,11,12",False,32.3262825,662.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.96,0.193,0.273,0.139,0.801,0.006,0.041,24.1,102.1,1.5,22.1,158.2,20.1,,,,53.723258754918824
10X243,West Bronx Academy for the Future,500 EAST FORDHAM ROAD,40.859466,-73.888625,10,High School,"06,07,08,09,10,11,12",True,29.64824104,597.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.9309999999999999,0.179,0.252,0.17,0.798,0.008,0.021,28.4,115.3,2.1,28.4,185.6,24.5,cohort_1_pre2010,2005.0,20.0,66.67577206983725
10X244,The New School for Leadership and Journalism,120 WEST 231 STREET,40.875636,-73.901565,10,Other,"06,07,08",False,32.03252029,615.0,101,Kingsbridge - Riverdale,44.8,213.9,0.45,0.52,0.68,0.4,0.5125,0.96,0.288,0.185,0.083,0.874,0.023,0.019,18.5,85.2,0.8,12.3,125.4,12.5,cohort_1_pre2010,2005.0,20.0,35.158420691568104
10X246,P.S. 246 Poe Center,2641 GRAND CONCOURSE,40.865972,-73.8953,10,Elementary,"0K,01,02,03,04,05,06",False,47.48490906,497.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.96,0.393,0.241,0.094,0.833,0.039,0.031,28.4,115.3,2.1,28.4,185.6,24.5,,,,66.67577206983725
12X248,"Metropolitan High School, The",1180 REV. J.A. POLITE AVE.,40.827539,-73.896925,12,High School,"09,10,11,12",False,61.95121765,205.0,107,Hunts Point - Mott Haven,192.3,347.2,0.95,0.88,0.92,0.9,0.9125,0.9179999999999999,0.231,0.336,0.276,0.694,0.022,0.0,34.5,168.4,4.5,48.2,268.5,38.2,,,,100.0
11X249,Bronx Health Sciences High School,750 BAYCHESTER AVENUE,40.874035,-73.831669,11,High School,"09,10,11,12",False,28.80886459,361.0,102,Northeast Bronx,104.6,306.0,0.65,0.58,0.75,0.55,0.6325000000000001,0.838,0.074,0.146,0.522,0.327,0.022,0.077,22.3,98.4,1.2,18.5,142.3,18.2,,,,50.81511316086077
09X250,Eximius College Preparatory Academy: A College Boa,1363 FULTON AVENUE,40.833884,-73.902794,9,High School,"09,10,11,12",False,42.97082138,377.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.87,0.089,0.255,0.344,0.623,0.003,0.019,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
12X251,Explorations Academy H.S.,1619 BOSTON ROAD,40.836245,-73.890591,12,High School,"09,10,11,12",True,36.33093643,278.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.8690000000000001,0.213,0.304,0.264,0.711,0.009,0.006,31.2,142.6,3.2,38.5,218.4,32.4,cohort_2_2010_2015,2012.0,12.0,84.5066113474254
09X252,Mott Hall Bronx High School,1595 BATHGATE AVENUE,40.839508,-73.901774,9,High School,"09,10,11,12",False,48.95522308,335.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.909,0.13,0.248,0.26,0.714,0.012,0.003,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
11X253,Bronx High School for Writing and Communication Ar,800 EAST GUN HILL ROAD,40.875172,-73.861649,11,High School,"09,10,11,12",False,,,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.8170000000000001,0.153,0.247,0.426,0.485,0.03,0.034,28.4,115.3,2.1,28.4,185.6,24.5,,,,66.67577206983725
10X254,I.S. 254,2452 WASHINGTON AVENUE,40.858721,-73.889878,10,Middle School,"06,07,08",False,31.63716888,452.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.883,0.311,0.256,0.126,0.839,0.011,0.022,28.4,115.3,2.1,28.4,185.6,24.5,,,,66.67577206983725
11X275,High School of Computers and Technology,800 EAST GUN HILL ROAD,40.875172,-73.861649,11,High School,"09,10,11,12",True,35.79766464,514.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.77,0.108,0.277,0.355,0.503,0.034,0.072,28.4,115.3,2.1,28.4,185.6,24.5,cohort_2_2010_2015,2012.0,12.0,66.67577206983725
07X259,"H.E.R.O. High (Health, Education, and Research Occ",455 SOUTHERN BLVD,40.810671,-73.907528,7,Other,"09,10,11,12,13,14",False,54.0,750.0,107,Hunts Point - Mott Haven,192.3,347.2,0.95,0.88,0.92,0.9,0.9125,0.885,0.132,0.231,0.307,0.637,0.015,0.025,34.5,168.4,4.5,48.2,268.5,38.2,,,,100.0
09X260,Bronx Center for Science and Mathematics,1363 FULTON AVENUE,40.833884,-73.902794,9,Other,"09,10,11,12",False,36.27204132,397.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.898,0.082,0.238,0.275,0.61,0.03,0.057,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
09X263,Validus Preparatory Academy,1595 BATHGATE AVENUE,40.839508,-73.901774,9,High School,"09,10,11,12",False,56.49350739,308.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.902,0.13,0.256,0.389,0.6,0.0,0.004,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
10X264,Bronx Academy for Software Engineering (BASE),2474 CROTONA AVENUE,40.855392,-73.882487,10,High School,"09,10,11,12",False,52.56410217,390.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.804,0.116,0.281,0.256,0.664,0.021,0.034,28.4,115.3,2.1,28.4,185.6,24.5,,,,66.67577206983725
11X265,Bronx Lab School,800 EAST GUN HILL ROAD,40.875172,-73.861649,11,Other,"09,10,11,12",True,40.06849289,292.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.8490000000000001,0.139,0.286,0.468,0.464,0.036,0.024,28.4,115.3,2.1,28.4,185.6,24.5,cohort_2_2010_2015,2012.0,12.0,66.67577206983725
12X267,Bronx Latin,800 HOME STREET,40.826933,-73.900593,12,Other,"06,07,08,09,10,11,12",False,46.80412292,485.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.9229999999999999,0.141,0.246,0.191,0.764,0.012,0.019,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
10X268,Kingsbridge International High School,2780 RESERVOIR AVENUE,40.869061,-73.897066,10,High School,"09,10,11,12",True,43.72294235,231.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.96,0.94,0.049,0.028,0.923,0.014,0.028,28.4,115.3,2.1,28.4,185.6,24.5,cohort_2_2010_2015,2012.0,12.0,66.67577206983725
08X269,Bronx Studio School for Writers and Artists,928 SIMPSON STREET,40.820388,-73.892961,8,Other,"06,07,08,09,10,11,12",False,48.94308853,615.0,107,Hunts Point - Mott Haven,192.3,347.2,0.95,0.88,0.92,0.9,0.9125,0.882,0.139,0.237,0.191,0.781,0.019,0.006,34.5,168.4,4.5,48.2,268.5,38.2,,,,100.0
11X270,Academy for Scholarship and Entrepreneurship: A Co,921 EAST 228TH STREET,40.888242,-73.852714,11,High School,"09,10,11,12",False,41.79104614,469.0,102,Northeast Bronx,104.6,306.0,0.65,0.58,0.75,0.55,0.6325000000000001,0.856,0.044,0.193,0.648,0.279,0.018,0.023,22.3,98.4,1.2,18.5,142.3,18.2,,,,50.81511316086077
12X271,East Bronx Academy for the Future,1716 SOUTHERN BOULEVARD,40.836821,-73.887688,12,High School,"06,07,08,09,10,11,12",False,43.6046524,688.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.9309999999999999,0.165,0.307,0.261,0.677,0.009,0.023,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
12X273,Frederick Douglass Academy V. Middle School,2111 CROTONA AVENUE,40.848748,-73.888987,12,Middle School,"06,07,08",False,46.55172348,174.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.96,0.157,0.287,0.252,0.691,0.035,0.009,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
09X274,The New American Academy at Roberto Clemente State,275 HARLEM RIVER PARK BRIDGE,40.8524,-73.9216,9,High School,"PK,0K,01,03,04,05",True,45.66929245,381.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.96,0.096,0.27,0.362,0.595,0.025,0.007,31.2,142.6,3.2,38.5,218.4,32.4,cohort_2_2010_2015,2012.0,12.0,84.5066113474254
07X277,P.S. 277,519 ST ANNS AVENUE,40.813385,-73.913872,7,Elementary,"PK,0K,01,02,03,04,05",False,37.62886429,388.0,107,Hunts Point - Mott Haven,192.3,347.2,0.95,0.88,0.92,0.9,0.9125,0.96,0.173,0.173,0.263,0.69,0.009,0.012,34.5,168.4,4.5,48.2,268.5,38.2,,,,100.0
10X279,"P.S. 279 Captain Manuel Rivera, Jr.",2100 WALTON AVENUE,40.854666,-73.904958,10,Elementary,"0K,01,02,03,04,05,06,07,08",False,26.36229706,679.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.96,0.272,0.229,0.149,0.802,0.008,0.028,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
10X280,P.S./M.S. 280 Mosholu Parkway,3202 STEUBEN AVENUE,40.876819,-73.881245,10,Middle School,"0K,01,02,03,04,05,06,07,08",False,42.91609192,727.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.9179999999999999,0.169,0.258,0.103,0.747,0.039,0.1,28.4,115.3,2.1,28.4,185.6,24.5,,,,66.67577206983725
08X282,Women's Academy of Excellence,456 WHITE PLAINS ROAD,40.815043,-73.85607,8,High School,"09,10,11,12",True,43.06930542,202.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.9179999999999999,0.256,0.21,0.303,0.395,0.123,0.118,24.1,102.1,1.5,22.1,158.2,20.1,cohort_2_2010_2015,2012.0,12.0,53.723258754918824
10X284,Bronx School of Law and Finance,99 TERRACE VIEW AVENUE,40.877379,-73.912686,10,Other,"09,10,11,12",False,50.82872772,362.0,101,Kingsbridge - Riverdale,44.8,213.9,0.45,0.52,0.68,0.4,0.5125,0.8640000000000001,0.148,0.208,0.202,0.729,0.028,0.016,18.5,85.2,0.8,12.3,125.4,12.5,,,,35.158420691568104
12X286,Fannie Lou Hamer Middle School,1001 JENNINGS STREET,40.831493,-73.88654,12,Middle School,"06,07,08,SE",False,41.69741821,271.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.884,0.213,0.322,0.243,0.697,0.034,0.011,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
11X287,North Bronx School of Empowerment,3710 BARNES AVENUE,40.880649,-73.860126,11,Other,"06,07,08,SE",True,45.62334061,377.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.897,0.162,0.26,0.48,0.451,0.029,0.021,28.4,115.3,2.1,28.4,185.6,24.5,cohort_2_2010_2015,2012.0,12.0,66.67577206983725
11X288,Collegiate Institute for Math and Science,925 ASTOR AVENUE,40.860443,-73.860729,11,Other,"09,10,11,12",True,27.39726067,584.0,102,Northeast Bronx,104.6,306.0,0.65,0.58,0.75,0.55,0.6325000000000001,0.7879999999999999,0.063,0.205,0.307,0.395,0.15,0.131,22.3,98.4,1.2,18.5,142.3,18.2,cohort_2_2010_2015,2012.0,12.0,50.81511316086077
11X290,Bronx Academy of Health Careers,800 EAST GUN HILL ROAD,40.875172,-73.861649,11,High School,"09,10,11,12",True,28.44311333,334.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.871,0.152,0.229,0.38,0.554,0.019,0.028,28.4,115.3,2.1,28.4,185.6,24.5,cohort_2_2010_2015,2012.0,12.0,66.67577206983725
10X291,P.S. 291,2195 ANDREWS AVENUE,40.859243,-73.909763,10,Elementary,"0K,01,02,03,04",False,38.80596924,335.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.96,0.306,0.217,0.067,0.908,0.018,0.007,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
08X293,Renaissance High School for Musical Theater and th,3000 EAST TREMONT AVENUE,40.839775,-73.839583,11,High School,"09,10,11,12",True,45.92592621,405.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.782,0.054,0.249,0.221,0.704,0.047,0.009,24.1,102.1,1.5,22.1,158.2,20.1,cohort_2_2010_2015,2012.0,12.0,53.723258754918824
09X294,The Walton Avenue School,1425 WALTON AVENUE,40.8404,-73.915879,9,Other,"0K,01,02,03,04,05",False,38.27160645,324.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.9129999999999999,0.202,0.257,0.157,0.805,0.015,0.002,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
07X296,South Bronx Academy for Applied Media,778 FOREST AVENUE,40.818703,-73.905389,7,High School,"06,07,08",False,41.530056,183.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.9,0.082,0.386,0.377,0.573,0.023,0.0,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
09X297,Morris Academy for Collaborative Studies,1110 BOSTON ROAD,40.827455,-73.90392,9,High School,"09,10,11,12",True,56.4270134,459.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.96,0.128,0.276,0.234,0.737,0.015,0.009,32.8,158.3,3.8,42.3,245.2,35.8,cohort_2_2010_2015,2012.0,12.0,91.77022147534737
07X298,Academy of Public Relations,778 FOREST AVENUE,40.818703,-73.905389,7,High School,"06,07,08",False,31.29251671,147.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.9309999999999999,0.333,0.377,0.201,0.786,0.006,0.006,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
11X299,Astor Collegiate Academy,925 ASTOR AVENUE,40.860443,-73.860729,11,High School,"09,10,11,12",True,40.49216843,447.0,102,Northeast Bronx,104.6,306.0,0.65,0.58,0.75,0.55,0.6325000000000001,0.8290000000000001,0.12,0.216,0.267,0.462,0.151,0.091,22.3,98.4,1.2,18.5,142.3,18.2,cohort_2_2010_2015,2012.0,12.0,50.81511316086077
12X300,The School of Science and Applied Learning,2050 PROSPECT AVENUE,40.846128,-73.886721,12,Other,"PK,0K,01,02,03,04,05",False,48.2269516,423.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.9470000000000001,0.154,0.275,0.355,0.612,0.015,0.004,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
08X301,M.S. 301 Paul L. Dunbar,890 CAULDWELL AVENUE,40.822291,-73.906739,8,Middle School,"06,07,08",False,43.93063736,173.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.9159999999999999,0.114,0.341,0.359,0.623,0.0,0.0,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
08X302,M.S. 302 Luisa Dessus Cruz,681 KELLY STREET,40.816078,-73.901599,8,Middle School,"06,07,08",False,32.57790375,353.0,107,Hunts Point - Mott Haven,192.3,347.2,0.95,0.88,0.92,0.9,0.9125,0.946,0.173,0.362,0.176,0.811,0.005,0.0,34.5,168.4,4.5,48.2,268.5,38.2,,,,100.0
