dbn,school_name,school_type,enrollment,uhf_name,lat,lon,chronic_absenteeism_rate,asthma_ed_rate,svi_overall,svi_socioeconomic,distance_to_nearest_mshp_miles,accessibility_tier,asthma_score,absenteeism_score,enrollment_score,svi_score,isolation_score,enhanced_priority_score,enhanced_priority_rank,enhanced_priority_tier
08X014,P.S. X014 Senator John Calandra,Elementary,764.0,Pelham - Throgs Neck,40.835318,-73.826277,40.05235672,98.3,0.5874999999999999,0.62,0.7607228370347383,Moderate (0.5-1 mi),14.160839160839162,60.48951048951049,92.3076923076923,14.160839160839162,82.86713286713287,45.45454545454545,169,Tier 4 - Lower (Bottom 50%)
08X559,School for Tourism and Hospitality,Other,,High Bridge - Morrisania,40.821723,-73.902892,,178.0,0.8775,0.92,0.2605888920584935,Close (0.25-0.5 mi),78.84615384615384,5.419580419580419,5.419580419580419,78.84615384615384,26.923076923076923,45.35839160839161,170,Tier 4 - Lower (Bottom 50%)
10X037,P.S. X037 - Multiple Intelligence School,Elementary,485.0,Kingsbridge - Riverdale,40.877935,-73.913694,53.81443405,44.8,0.5125,0.45,1.063378844684578,Far (>1 mi),2.972027972027972,94.75524475524476,70.8041958041958,2.972027972027972,94.93006993006993,45.2972027972028,171,Tier 4 - Lower (Bottom 50%)
09X232,I.S. 232,Middle School,279.0,Crotona - Tremont,40.849416,-73.915217,29.39068031,171.9,0.8524999999999999,0.88,0.39219007412031853,Close (0.25-0.5 mi),57.692307692307686,28.671328671328673,26.223776223776223,57.692307692307686,44.93006993006993,45.25349650349651,172,Tier 4 - Lower (Bottom 50%)
11X556,Bronx Park Middle School,Middle School,331.0,Fordham - Bronx Park,40.862098,-73.865028,46.22356415,132.4,0.7549999999999999,0.78,0.2520886019817358,Close (0.25-0.5 mi),39.68531468531469,81.46853146853147,35.31468531468531,39.68531468531469,24.825174825174827,45.15734265734266,173,Tier 4 - Lower (Bottom 50%)
11X455,Harry S Truman High School,High School,1806.0,Northeast Bronx,40.874035,-73.831669,21.4285717,104.6,0.6325000000000001,0.65,0.9268206870715487,Moderate (0.5-1 mi),28.146853146853147,13.986013986013987,100.0,28.146853146853147,88.2867132867133,45.11363636363636,174,Tier 4 - Lower (Bottom 50%)
11X181,I.S. 181 Pablo Casals,Middle School,509.0,Northeast Bronx,40.874035,-73.831669,32.02357483,104.6,0.6325000000000001,0.65,0.9268206870715487,Moderate (0.5-1 mi),28.146853146853147,33.21678321678322,74.12587412587412,28.146853146853147,88.2867132867133,45.07867132867133,175,Tier 4 - Lower (Bottom 50%)
07X359,Concourse Village Elementary School,Elementary,218.0,High Bridge - Morrisania,40.823014,-73.922527,7.339449406,178.0,0.8775,0.92,0.07863907283302006,Very Close (<0.25 mi),78.84615384615384,10.839160839160838,18.53146853146853,78.84615384615384,2.797202797202797,44.790209790209786,176,Tier 4 - Lower (Bottom 50%)
10X086,P.S. 086 Kingsbridge Heights,Elementary,1163.0,Fordham - Bronx Park,40.869061,-73.897066,37.40326691,132.4,0.7549999999999999,0.78,0.0,,39.68531468531469,50.0,98.25174825174825,39.68531468531469,1.2237762237762237,44.76398601398601,177,Tier 4 - Lower (Bottom 50%)
11X326,Bronx Green Middle School,Middle School,380.0,Fordham - Bronx Park,40.862098,-73.865028,42.63158035,132.4,0.7549999999999999,0.78,0.2520886019817358,Close (0.25-0.5 mi),39.68531468531469,71.67832167832168,45.629370629370634,39.68531468531469,24.825174825174827,44.7465034965035,178,Tier 4 - Lower (Bottom 50%)
10X046,P.S. 046 Edgar Allan Poe,Elementary,663.0,Fordham - Bronx Park,40.867169,-73.890402,30.46757126,132.4,0.7549999999999999,0.78,0.37194510292063654,Close (0.25-0.5 mi),39.68531468531469,29.72027972027972,86.01398601398601,39.68531468531469,39.51048951048951,44.61538461538462,179,Tier 4 - Lower (Bottom 50%)
08X123,J.H.S. 123 James M. Kieran,Middle School,511.0,Pelham - Throgs Neck,40.824989,-73.874162,41.09589005,98.3,0.5874999999999999,0.62,0.9882891387703466,Moderate (0.5-1 mi),14.160839160839162,63.98601398601399,74.47552447552448,14.160839160839162,90.38461538461539,44.60664335664336,180,Tier 4 - Lower (Bottom 50%)
08X107,P.S. 107,Elementary,451.0,Pelham - Throgs Neck,40.819221,-73.868735,46.78492355,98.3,0.5874999999999999,0.62,0.6836515491250932,Moderate (0.5-1 mi),14.160839160839162,82.51748251748252,66.08391608391608,14.160839160839162,73.77622377622379,44.56293706293707,181,Tier 4 - Lower (Bottom 50%)
11X019,P.S. 019 Judith K. Weiss,Elementary,702.0,Northeast Bronx,40.899351,-73.866949,17.09401703,104.6,0.6325000000000001,0.65,1.3405099537054521,Far (>1 mi),28.146853146853147,12.237762237762238,88.11188811188812,28.146853146853147,97.2027972027972,44.31818181818182,182,Tier 4 - Lower (Bottom 50%)
08X304,P.S. 304 Early Childhood School,Elementary,586.0,Pelham - Throgs Neck,40.82708,-73.829211,39.07849884,98.3,0.5874999999999999,0.62,1.0312633640566373,Far (>1 mi),14.160839160839162,56.993006993006986,79.02097902097903,14.160839160839162,93.00699300699301,44.28321678321678,183,Tier 4 - Lower (Bottom 50%)
08X036,P.S. 036 Unionport,Elementary,730.0,Pelham - Throgs Neck,40.82948,-73.849791,40.95890427,98.3,0.5874999999999999,0.62,0.6549363031556736,Moderate (0.5-1 mi),14.160839160839162,63.286713286713294,90.55944055944056,14.160839160839162,72.02797202797203,44.125874125874134,184,Tier 4 - Lower (Bottom 50%)
11X089,P.S. 089 Bronx,Elementary,1254.0,Northeast Bronx,40.862481,-73.859254,42.02551651,104.6,0.6325000000000001,0.65,0.16053643293277198,Very Close (<0.25 mi),28.146853146853147,68.88111888111888,98.95104895104895,28.146853146853147,9.090909090909092,44.05594405594406,185,Tier 4 - Lower (Bottom 50%)
07X381,Bronx Haven High School,High School,,High Bridge - Morrisania,40.818645,-73.919949,,178.0,0.8775,0.92,0.21303154765431873,Very Close (<0.25 mi),78.84615384615384,5.419580419580419,5.419580419580419,78.84615384615384,18.181818181818183,44.04720279720279,186,Tier 4 - Lower (Bottom 50%)
11X106,P.S. 106 Parkchester,Elementary,895.0,Pelham - Throgs Neck,40.836974,-73.854823,36.87150955,98.3,0.5874999999999999,0.62,0.8198624108063095,Moderate (0.5-1 mi),14.160839160839162,47.9020979020979,96.5034965034965,14.160839160839162,85.3146853146853,43.93356643356643,187,Tier 4 - Lower (Bottom 50%)
09X303,I.S. X303 Leadership & Community Service,Middle School,306.0,Crotona - Tremont,40.849416,-73.915217,24.50980377,171.9,0.8524999999999999,0.88,0.39219007412031853,Close (0.25-0.5 mi),57.692307692307686,17.832167832167833,31.11888111888112,57.692307692307686,44.93006993006993,43.81993006993007,188,Tier 4 - Lower (Bottom 50%)
08X467,Mott Hall Community School,Other,284.0,Pelham - Throgs Neck,40.826794,-73.818083,49.29577637,98.3,0.5874999999999999,0.62,1.4380419714453594,Far (>1 mi),14.160839160839162,88.46153846153845,27.0979020979021,14.160839160839162,98.25174825174825,43.57517482517482,189,Tier 4 - Lower (Bottom 50%)
11X111,P.S. 111 Seton Falls,Elementary,448.0,Northeast Bronx,40.884371,-73.839288,53.3482132,104.6,0.6325000000000001,0.65,0.11456223941105849,Very Close (<0.25 mi),28.146853146853147,94.05594405594405,65.73426573426573,28.146853146853147,4.545454545454546,43.42657342657343,190,Tier 4 - Lower (Bottom 50%)
12X047,P.S. 047 John Randolph,Elementary,868.0,Pelham - Throgs Neck,40.832529,-73.866974,35.02304077,98.3,0.5874999999999999,0.62,0.9717389682786819,Moderate (0.5-1 mi),14.160839160839162,41.95804195804196,95.8041958041958,14.160839160839162,89.86013986013987,43.32167832167832,191,Tier 4 - Lower (Bottom 50%)
10X054,P.S./I.S. 54,Middle School,374.0,Fordham - Bronx Park,40.864872,-73.88794,37.96791458,132.4,0.7549999999999999,0.78,0.37525280498232483,Close (0.25-0.5 mi),39.68531468531469,52.44755244755245,44.40559440559441,39.68531468531469,40.909090909090914,43.12937062937063,192,Tier 4 - Lower (Bottom 50%)
10X396,P.S. 396,Elementary,241.0,Crotona - Tremont,40.854335,-73.913016,22.4066391,171.9,0.8524999999999999,0.88,0.46813761725130476,Close (0.25-0.5 mi),57.692307692307686,15.384615384615385,20.27972027972028,57.692307692307686,54.37062937062937,43.12062937062937,193,Tier 4 - Lower (Bottom 50%)
10X045,Thomas C. Giordano Middle School 45,Middle School,467.0,Fordham - Bronx Park,40.858389,-73.887026,39.61455917,132.4,0.7549999999999999,0.78,0.11189714039610632,Very Close (<0.25 mi),39.68531468531469,59.44055944055944,68.53146853146853,39.68531468531469,4.195804195804196,42.63986013986014,194,Tier 4 - Lower (Bottom 50%)
08X392,Bronx Delta School,Other,430.0,Pelham - Throgs Neck,40.826794,-73.818083,38.83720779,98.3,0.5874999999999999,0.62,1.4380419714453594,Far (>1 mi),14.160839160839162,56.29370629370629,61.713286713286706,14.160839160839162,98.25174825174825,42.33391608391608,195,Tier 4 - Lower (Bottom 50%)
08X562,Blueprint Middle School,Middle School,597.0,Pelham - Throgs Neck,40.829153,-73.857882,41.70854187,98.3,0.5874999999999999,0.62,0.5577079661850781,Moderate (0.5-1 mi),14.160839160839162,66.78321678321679,80.24475524475524,14.160839160839162,65.38461538461539,42.28146853146853,196,Tier 4 - Lower (Bottom 50%)
11X112,P.S. 112 Bronxwood,Elementary,398.0,Northeast Bronx,40.88494,-73.843977,46.98492432,104.6,0.6325000000000001,0.65,0.23606233078029565,Very Close (<0.25 mi),28.146853146853147,83.56643356643356,53.32167832167832,28.146853146853147,22.02797202797203,42.08916083916084,197,Tier 4 - Lower (Bottom 50%)
12X061,P.S. 061 Francisco Oller,Elementary,195.0,Crotona - Tremont,40.836156,-73.892784,37.43589783,171.9,0.8524999999999999,0.88,0.1148104580656147,Very Close (<0.25 mi),57.692307692307686,50.349650349650354,15.734265734265735,57.692307692307686,5.06993006993007,42.03671328671329,198,Tier 4 - Lower (Bottom 50%)
75X188,P.S. X188,Elementary,,Crotona - Tremont,40.850168,-73.883877,,171.9,0.8524999999999999,0.88,0.6887259211503863,Moderate (0.5-1 mi),57.692307692307686,5.419580419580419,5.419580419580419,57.692307692307686,74.82517482517483,41.96678321678321,199,Tier 4 - Lower (Bottom 50%)
12X458,Samara Community School,Other,342.0,Crotona - Tremont,40.834188,-73.886995,25.14619827,171.9,0.8524999999999999,0.88,0.23567756120913788,Very Close (<0.25 mi),57.692307692307686,19.93006993006993,38.63636363636363,57.692307692307686,21.503496503496503,41.853146853146846,200,Tier 4 - Lower (Bottom 50%)
11X068,P.S. 068 Bronx,Elementary,540.0,Northeast Bronx,40.891603,-73.83888,37.0370369,104.6,0.6325000000000001,0.65,0.38927642329471795,Close (0.25-0.5 mi),28.146853146853147,48.25174825174825,76.3986013986014,28.146853146853147,43.00699300699301,41.634615384615394,201,Tier 4 - Lower (Bottom 50%)
12X478,The Cinema School,Other,319.0,Pelham - Throgs Neck,40.832508,-73.878191,51.09717941,98.3,0.5874999999999999,0.62,0.6977992668893075,Moderate (0.5-1 mi),14.160839160839162,90.55944055944056,32.69230769230769,14.160839160839162,76.57342657342657,41.58216783216783,202,Tier 4 - Lower (Bottom 50%)
12X212,P.S. 212,Elementary,,High Bridge - Morrisania,40.828406,-73.900121,,178.0,0.8775,0.92,0.0,,78.84615384615384,5.419580419580419,5.419580419580419,78.84615384615384,1.2237762237762237,41.5034965034965,204,Tier 4 - Lower (Bottom 50%)
09X404,School for Excellence,Other,,High Bridge - Morrisania,40.827455,-73.90392,,178.0,0.8775,0.92,0.0,,78.84615384615384,5.419580419580419,5.419580419580419,78.84615384615384,1.2237762237762237,41.5034965034965,204,Tier 4 - Lower (Bottom 50%)
07X151,J.H.S. 151 Lou Gehrig,Middle School,,High Bridge - Morrisania,40.822574,-73.92114,,178.0,0.8775,0.92,0.0,,78.84615384615384,5.419580419580419,5.419580419580419,78.84615384615384,1.2237762237762237,41.5034965034965,204,Tier 4 - Lower (Bottom 50%)
10X340,P.S. 340,Elementary,604.0,Fordham - Bronx Park,40.869407,-73.897171,36.25827789,132.4,0.7549999999999999,0.78,0.0245292145976937,Very Close (<0.25 mi),39.68531468531469,44.75524475524475,81.11888111888112,39.68531468531469,2.4475524475524475,41.328671328671334,206,Tier 4 - Lower (Bottom 50%)
11X483,The Matilda Avenue School,Other,256.0,Northeast Bronx,40.901436,-73.854402,36.328125,104.6,0.6325000000000001,0.65,1.314713648256945,Far (>1 mi),28.146853146853147,45.8041958041958,23.076923076923077,28.146853146853147,96.85314685314685,41.22377622377622,207,Tier 4 - Lower (Bottom 50%)
11X462,Cornerstone Academy for Social Action Middle Schoo,Middle School,179.0,Northeast Bronx,40.882778,-73.830616,43.57542038,104.6,0.6325000000000001,0.65,0.5233840865646124,Moderate (0.5-1 mi),28.146853146853147,75.52447552447552,14.335664335664337,28.146853146853147,62.76223776223776,40.74300699300699,208,Tier 4 - Lower (Bottom 50%)
11X153,P.S. 153 Helen Keller,Elementary,458.0,Northeast Bronx,40.874035,-73.831669,22.92576408,104.6,0.6325000000000001,0.65,0.9268206870715487,Moderate (0.5-1 mi),28.146853146853147,15.734265734265735,67.48251748251748,28.146853146853147,88.2867132867133,40.58566433566433,209,Tier 4 - Lower (Bottom 50%)
08X071,P.S. 071 Rose E. Scala,Elementary,1139.0,Pelham - Throgs Neck,40.845379,-73.829562,34.85513687,98.3,0.5874999999999999,0.62,0.6514112910046724,Moderate (0.5-1 mi),14.160839160839162,40.909090909090914,97.9020979020979,14.160839160839162,70.62937062937063,40.54195804195804,210,Tier 4 - Lower (Bottom 50%)
12X196,P.S. 196,Elementary,744.0,Pelham - Throgs Neck,40.830811,-73.877305,32.66128922,98.3,0.5874999999999999,0.62,0.7895837203343706,Moderate (0.5-1 mi),14.160839160839162,35.66433566433567,91.25874125874127,14.160839160839162,84.0909090909091,40.51573426573427,211,Tier 4 - Lower (Bottom 50%)
10X213,Bronx Engineering and Technology Academy,High School,344.0,Kingsbridge - Riverdale,40.877379,-73.912686,56.3953476,44.8,0.5125,0.45,0.9982001892234688,Moderate (0.5-1 mi),2.972027972027972,95.8041958041958,40.55944055944056,2.972027972027972,91.6083916083916,40.47202797202797,212,Tier 4 - Lower (Bottom 50%)
10X319,Providing Urban Learners Success In Education High,Other,,Crotona - Tremont,40.848385,-73.893744,,171.9,0.8524999999999999,0.88,0.5267162834581457,Moderate (0.5-1 mi),57.692307692307686,5.419580419580419,5.419580419580419,57.692307692307686,63.98601398601399,40.340909090909086,213,Tier 4 - Lower (Bottom 50%)
10X206,I.S. 206 Ann Mersereau,Middle School,258.0,Fordham - Bronx Park,40.859534,-73.906285,31.78294563,132.4,0.7549999999999999,0.78,0.6091764468492696,Moderate (0.5-1 mi),39.68531468531469,32.86713286713287,23.426573426573427,39.68531468531469,68.18181818181817,40.15734265734266,214,Tier 4 - Lower (Bottom 50%)
75X352,The Vida Bogart School for All Children,Other,,Crotona - Tremont,40.840445,-73.882531,,171.9,0.8524999999999999,0.88,0.5116200268534349,Moderate (0.5-1 mi),57.692307692307686,5.419580419580419,5.419580419580419,57.692307692307686,60.31468531468531,39.790209790209786,215,Tier 4 - Lower (Bottom 50%)
10X284,Bronx School of Law and Finance,Other,362.0,Kingsbridge - Riverdale,40.877379,-73.912686,50.82872772,44.8,0.5125,0.45,0.9982001892234688,Moderate (0.5-1 mi),2.972027972027972,89.86013986013987,42.65734265734265,2.972027972027972,91.6083916083916,39.59790209790209,216,Tier 4 - Lower (Bottom 50%)
11X087,P.S. 087 Bronx,Elementary,348.0,Northeast Bronx,40.895741,-73.846198,32.47126389,104.6,0.6325000000000001,0.65,0.7541197613031579,Moderate (0.5-1 mi),28.146853146853147,34.96503496503497,41.08391608391608,28.146853146853147,82.16783216783216,39.5541958041958,217,Tier 4 - Lower (Bottom 50%)
10X382,"Elementary School for Math, Science, and Technolog",Elementary,,Crotona - Tremont,40.855337,-73.903139,,171.9,0.8524999999999999,0.88,0.4845123847836342,Close (0.25-0.5 mi),57.692307692307686,5.419580419580419,5.419580419580419,57.692307692307686,56.64335664335665,39.23951048951048,218,Tier 4 - Lower (Bottom 50%)
11X021,P.S. 021 Philip H. Sheridan,Elementary,466.0,Northeast Bronx,40.887888,-73.85942,30.6866951,104.6,0.6325000000000001,0.65,0.5015552827192182,Moderate (0.5-1 mi),28.146853146853147,30.76923076923077,68.18181818181817,28.146853146853147,58.39160839160839,39.21328671328671,219,Tier 4 - Lower (Bottom 50%)
12X195,P.S. 195,Elementary,765.0,Pelham - Throgs Neck,40.830811,-73.877305,29.01960754,98.3,0.5874999999999999,0.62,0.7895837203343706,Moderate (0.5-1 mi),14.160839160839162,27.62237762237762,92.65734265734265,14.160839160839162,84.0909090909091,39.11713286713287,220,Tier 4 - Lower (Bottom 50%)
11X249,Bronx Health Sciences High School,High School,361.0,Northeast Bronx,40.874035,-73.831669,28.80886459,104.6,0.6325000000000001,0.65,0.9268206870715487,Moderate (0.5-1 mi),28.146853146853147,26.923076923076923,42.30769230769231,28.146853146853147,88.2867132867133,39.0472027972028,221,Tier 4 - Lower (Bottom 50%)
11X178,P.S. 178 - Dr. Selman Waksman,Elementary,371.0,Northeast Bronx,40.874035,-73.831669,28.03234482,104.6,0.6325000000000001,0.65,0.9268206870715487,Moderate (0.5-1 mi),28.146853146853147,25.524475524475527,43.35664335664335,28.146853146853147,88.2867132867133,38.92482517482517,222,Tier 4 - Lower (Bottom 50%)
08X138,P.S. 138 Samuel Randall,Elementary,556.0,Pelham - Throgs Neck,40.822288,-73.853157,53.05755234,98.3,0.5874999999999999,0.62,0.16276010721471143,Very Close (<0.25 mi),14.160839160839162,93.35664335664336,77.7972027972028,14.160839160839162,9.79020979020979,38.88986013986014,223,Tier 4 - Lower (Bottom 50%)
10X209,P.S. 209,Elementary,168.0,Crotona - Tremont,40.856834,-73.897635,28.5714283,171.9,0.8524999999999999,0.88,0.20061361063775415,Very Close (<0.25 mi),57.692307692307686,26.573426573426573,13.286713286713287,57.692307692307686,16.083916083916083,38.56643356643357,224,Tier 4 - Lower (Bottom 50%)
10X546,Bronx Theatre High School,High School,249.0,Kingsbridge - Riverdale,40.877379,-73.912686,68.67469788,44.8,0.5125,0.45,0.9982001892234688,Moderate (0.5-1 mi),2.972027972027972,99.65034965034964,21.328671328671327,2.972027972027972,91.6083916083916,38.35664335664336,225,Tier 4 - Lower (Bottom 50%)
08X100,P.S. 100 Isaac Clason,Elementary,472.0,Pelham - Throgs Neck,40.822552,-73.86276,43.4322052,98.3,0.5874999999999999,0.62,0.3688392858387113,Close (0.25-0.5 mi),14.160839160839162,74.47552447552448,70.27972027972028,14.160839160839162,38.81118881118881,38.33916083916084,226,Tier 4 - Lower (Bottom 50%)
11X189,Cornerstone Academy for Social Action,High School,287.0,Northeast Bronx,40.882778,-73.830616,37.97909546,104.6,0.6325000000000001,0.65,0.5233840865646124,Moderate (0.5-1 mi),28.146853146853147,52.7972027972028,28.321678321678323,28.146853146853147,62.76223776223776,38.29545454545455,227,Tier 4 - Lower (Bottom 50%)
12X242,Mott Hall V,Other,662.0,Pelham - Throgs Neck,40.832508,-73.878191,32.3262825,98.3,0.5874999999999999,0.62,0.6977992668893075,Moderate (0.5-1 mi),14.160839160839162,34.26573426573427,85.4895104895105,14.160839160839162,76.57342657342657,38.24300699300699,228,Tier 4 - Lower (Bottom 50%)
12X388,Pan American International High School at Monroe,High School,389.0,Pelham - Throgs Neck,40.832508,-73.878191,40.35989761,98.3,0.5874999999999999,0.62,0.6977992668893075,Moderate (0.5-1 mi),14.160839160839162,61.88811188811189,48.42657342657343,14.160839160839162,76.57342657342657,38.20804195804195,229,Tier 4 - Lower (Bottom 50%)
11X127,J.H.S. 127 The Castle Hill,Middle School,839.0,Pelham - Throgs Neck,40.838759,-73.853203,27.41358757,98.3,0.5874999999999999,0.62,0.715446005510511,Moderate (0.5-1 mi),14.160839160839162,24.825174825174827,94.4055944055944,14.160839160839162,79.54545454545455,38.13811188811189,230,Tier 4 - Lower (Bottom 50%)
12X521,The Metropolitan Soundview High School,High School,403.0,Pelham - Throgs Neck,40.832508,-73.878191,38.70967865,98.3,0.5874999999999999,0.62,0.6977992668893075,Moderate (0.5-1 mi),14.160839160839162,55.59440559440559,55.24475524475524,14.160839160839162,76.57342657342657,37.972027972027966,231,Tier 4 - Lower (Bottom 50%)
08X337,The School for Inquiry and Social Justice,Other,404.0,Pelham - Throgs Neck,40.824989,-73.874162,35.64356613,98.3,0.5874999999999999,0.62,0.9882891387703466,Moderate (0.5-1 mi),14.160839160839162,43.35664335664335,56.11888111888111,14.160839160839162,90.38461538461539,37.72727272727273,232,Tier 4 - Lower (Bottom 50%)
11X160,P.S. 160 Walt Disney,Elementary,305.0,Northeast Bronx,40.864073,-73.823816,25.24590111,104.6,0.6325000000000001,0.65,1.7271722617772904,Far (>1 mi),28.146853146853147,20.27972027972028,30.594405594405593,28.146853146853147,99.65034965034964,37.66608391608391,233,Tier 4 - Lower (Bottom 50%)
08X119,The Dr. Emmett W. Bassett School,Other,565.0,Pelham - Throgs Neck,40.828474,-73.857392,37.34513092,98.3,0.5874999999999999,0.62,0.5071662163827109,Moderate (0.5-1 mi),14.160839160839162,49.3006993006993,78.32167832167832,14.160839160839162,59.09090909090909,37.55244755244755,234,Tier 4 - Lower (Bottom 50%)
10X207,P.S. 207,Elementary,423.0,Kingsbridge - Riverdale,40.878327,-73.906197,42.55319214,44.8,0.5125,0.45,0.7984586300440407,Moderate (0.5-1 mi),2.972027972027972,70.97902097902097,60.66433566433567,2.972027972027972,84.61538461538461,37.47377622377623,235,Tier 4 - Lower (Bottom 50%)
10X254,I.S. 254,Middle School,452.0,Fordham - Bronx Park,40.858721,-73.889878,31.63716888,132.4,0.7549999999999999,0.78,0.08329349737817254,Very Close (<0.25 mi),39.68531468531469,32.51748251748251,66.43356643356644,39.68531468531469,3.146853146853147,36.78321678321679,236,Tier 4 - Lower (Bottom 50%)
11X514,The Bronxwood Preparatory Academy,High School,429.0,Northeast Bronx,40.888242,-73.852714,20.74592018,104.6,0.6325000000000001,0.65,0.6520672073064693,Moderate (0.5-1 mi),28.146853146853147,13.636363636363635,61.18881118881119,28.146853146853147,71.32867132867133,36.67832167832168,237,Tier 4 - Lower (Bottom 50%)
10X696,High School of American Studies at Lehman College,High School,395.0,Fordham - Bronx Park,40.874725,-73.895543,7.848101139,132.4,0.7549999999999999,0.78,0.3993768846643857,Close (0.25-0.5 mi),39.68531468531469,11.188811188811188,51.22377622377622,39.68531468531469,45.8041958041958,36.63461538461539,238,Tier 4 - Lower (Bottom 50%)
08X101,M.S. X101 Edward R. Byrne,Middle School,588.0,Pelham - Throgs Neck,40.82708,-73.829211,24.14966011,98.3,0.5874999999999999,0.62,1.0312633640566373,Far (>1 mi),14.160839160839162,17.482517482517483,79.37062937062937,14.160839160839162,93.00699300699301,36.43356643356643,239,Tier 4 - Lower (Bottom 50%)
11X194,P.S./M.S. 194,Middle School,1243.0,Pelham - Throgs Neck,40.83541,-73.846594,31.2148037,98.3,0.5874999999999999,0.62,0.47465901512376285,Close (0.25-0.5 mi),14.160839160839162,31.11888111888112,98.6013986013986,14.160839160839162,55.59440559440559,36.43356643356643,239,Tier 4 - Lower (Bottom 50%)
08X371,Urban Institute of Mathematics,Other,402.0,Pelham - Throgs Neck,40.826794,-73.818083,31.59203911,98.3,0.5874999999999999,0.62,1.4380419714453594,Far (>1 mi),14.160839160839162,32.16783216783217,54.37062937062937,14.160839160839162,98.25174825174825,36.40734265734265,241,Tier 4 - Lower (Bottom 50%)
10X315,P.S. 315 Lab School,Elementary,217.0,Fordham - Bronx Park,40.873659,-73.900068,34.56221008,132.4,0.7549999999999999,0.78,0.3543214117056953,Close (0.25-0.5 mi),39.68531468531469,40.55944055944056,18.181818181818183,39.68531468531469,37.76223776223776,36.34615384615385,242,Tier 4 - Lower (Bottom 50%)
08X182,P.S. 182,Elementary,440.0,Pelham - Throgs Neck,40.818925,-73.856976,46.81818008,98.3,0.5874999999999999,0.62,0.16761603970043268,Very Close (<0.25 mi),14.160839160839162,83.21678321678321,64.33566433566433,14.160839160839162,10.13986013986014,34.89510489510489,243,Tier 4 - Lower (Bottom 50%)
12X550,High School of World Cultures,High School,418.0,Pelham - Throgs Neck,40.832508,-73.878191,32.77511978,98.3,0.5874999999999999,0.62,0.6977992668893075,Moderate (0.5-1 mi),14.160839160839162,36.01398601398601,59.96503496503497,14.160839160839162,76.57342657342657,34.76398601398601,244,Tier 4 - Lower (Bottom 50%)
11X169,Baychester Academy,High School,382.0,Northeast Bronx,40.881344,-73.839386,36.12565613,104.6,0.6325000000000001,0.65,0.3222277923720856,Close (0.25-0.5 mi),28.146853146853147,44.05594405594406,46.85314685314685,28.146853146853147,32.16783216783217,34.73776223776224,245,Tier 4 - Lower (Bottom 50%)
11X083,P.S. 083 Donald Hertz,Elementary,1579.0,Pelham - Throgs Neck,40.849176,-73.858769,25.14249611,98.3,0.5874999999999999,0.62,0.4754357148069692,Close (0.25-0.5 mi),14.160839160839162,19.58041958041958,99.65034965034964,14.160839160839162,55.94405594405595,34.33566433566433,246,Tier 4 - Lower (Bottom 50%)
11X498,P.S./M.S. 11X498 - Van Nest Academy,Middle School,615.0,Pelham - Throgs Neck,40.845023,-73.857989,23.57723618,98.3,0.5874999999999999,0.62,0.7047143478690956,Moderate (0.5-1 mi),14.160839160839162,16.083916083916083,82.16783216783216,14.160839160839162,77.97202797202797,34.31818181818181,247,Tier 4 - Lower (Bottom 50%)
11X513,New World High School,High School,324.0,Northeast Bronx,40.888242,-73.852714,25.92592621,104.6,0.6325000000000001,0.65,0.6520672073064693,Moderate (0.5-1 mi),28.146853146853147,20.97902097902098,34.44055944055944,28.146853146853147,71.32867132867133,34.13461538461539,248,Tier 4 - Lower (Bottom 50%)
10X368,In-Tech Academy (M.S. / High School 368),High School,995.0,Kingsbridge - Riverdale,40.877935,-73.913694,24.92462349,44.8,0.5125,0.45,1.063378844684578,Far (>1 mi),2.972027972027972,18.53146853146853,97.55244755244755,2.972027972027972,94.93006993006993,34.06468531468531,249,Tier 4 - Lower (Bottom 50%)
11X468,Pelham Academy of Academics and Community Engageme,High School,298.0,Fordham - Bronx Park,40.862098,-73.865028,29.19463158,132.4,0.7549999999999999,0.78,0.2520886019817358,Close (0.25-0.5 mi),39.68531468531469,28.321678321678323,29.37062937062937,39.68531468531469,24.825174825174827,33.63636363636364,250,Tier 4 - Lower (Bottom 50%)
11X567,Linden Tree Elementary School,Elementary,349.0,Pelham - Throgs Neck,40.838759,-73.853203,34.95701981,98.3,0.5874999999999999,0.62,0.715446005510511,Moderate (0.5-1 mi),14.160839160839162,41.60839160839161,41.60839160839161,14.160839160839162,79.54545454545455,33.57517482517483,251,Tier 4 - Lower (Bottom 50%)
10X081,P.S. 081 Robert J. Christen,Elementary,734.0,Kingsbridge - Riverdale,40.903275,-73.904657,24.11444092,44.8,0.5125,0.45,1.5536345893055303,Far (>1 mi),2.972027972027972,17.132867132867133,90.9090909090909,2.972027972027972,98.95104895104895,33.391608391608386,252,Tier 4 - Lower (Bottom 50%)
08X069,P.S. 069 Journey Prep School,Elementary,508.0,Pelham - Throgs Neck,40.8167,-73.86046,38.97637939,98.3,0.5874999999999999,0.62,0.2565380417587111,Close (0.25-0.5 mi),14.160839160839162,56.64335664335665,73.77622377622379,14.160839160839162,25.874125874125873,33.35664335664336,253,Tier 4 - Lower (Bottom 50%)
10X141,Riverdale / Kingsbridge Academy (Middle School / H,Middle School,1425.0,Kingsbridge - Riverdale,40.887407,-73.914141,18.87719345,44.8,0.5125,0.45,1.2121812427965424,Far (>1 mi),2.972027972027972,12.937062937062937,99.3006993006993,2.972027972027972,95.45454545454545,33.28671328671329,254,Tier 4 - Lower (Bottom 50%)
