dbn,school_name,uhf_name,has_mshp,health_burden_weighted,health_burden_rank,burden_tier,asthma_ed_rate,childhood_obesity_pct,youth_mental_health_ed_rate,lead_elevated_pct,food_insecurity_pct,enrollment
10X374,Knowledge and Power Preparatory Academy Internatio,Fordham - Bronx Park,True,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,477.0
10X353,World View High School,Fordham - Bronx Park,True,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,661.0
10X434,Belmont Preparatory High School,Fordham - Bronx Park,True,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,337.0
10X433,High School for Teaching and the Professions,Fordham - Bronx Park,True,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,364.0
11X544,High School for Contemporary Arts,Fordham - Bronx Park,True,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,315.0
11X545,Bronx Aerospace High School,Fordham - Bronx Park,True,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,401.0
10X351,Bronx Collaborative High School,Fordham - Bronx Park,True,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,465.0
10X549,Discovery High School,Fordham - Bronx Park,True,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,411.0
10X342,International School for Liberal Arts,Fordham - Bronx Park,True,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,494.0
10X440,DeWitt Clinton High School,Fordham - Bronx Park,True,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,1279.0
10X437,Fordham High School for the Arts,Fordham - Bronx Park,True,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,351.0
10X268,Kingsbridge International High School,Fordham - Bronx Park,True,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,231.0
10X054,P.S./I.S. 54,Fordham - Bronx Park,False,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,374.0
10X246,P.S. 246 Poe Center,Fordham - Bronx Park,False,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,497.0
10X086,P.S. 086 Kingsbridge Heights,Fordham - Bronx Park,False,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,1163.0
75X168,P.S. 168,Fordham - Bronx Park,False,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,
10X243,West Bronx Academy for the Future,Fordham - Bronx Park,True,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,597.0
11X041,P.S. 041 Gun Hill Road,Fordham - Bronx Park,False,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,693.0
10X045,Thomas C. Giordano Middle School 45,Fordham - Bronx Park,False,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,467.0
10X046,P.S. 046 Edgar Allan Poe,Fordham - Bronx Park,False,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,663.0
10X228,Jonas Bronck Academy,Fordham - Bronx Park,False,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,396.0
11X096,P.S. 096 Richard Rodgers,Fordham - Bronx Park,False,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,938.0
10X056,P.S. 056 Norwood Heights,Fordham - Bronx Park,False,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,662.0
10X206,I.S. 206 Ann Mersereau,Fordham - Bronx Park,False,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,258.0
10X094,P.S. 094 Kings College School,Fordham - Bronx Park,False,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,813.0
10X205,P.S. 205 Fiorello LaGuardia,Fordham - Bronx Park,False,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,594.0
10X077,Bedford Park Elementary School,Fordham - Bronx Park,False,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,468.0
10X080,J.H.S. 080 The Mosholu Parkway,Fordham - Bronx Park,False,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,621.0
10X033,P.S. 033 Timothy Dwight,Fordham - Bronx Park,False,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,849.0
11X253,Bronx High School for Writing and Communication Ar,Fordham - Bronx Park,False,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,
10X085,P.S. 085 Great Expectations,Fordham - Bronx Park,True,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,786.0
11X275,High School of Computers and Technology,Fordham - Bronx Park,True,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,514.0
11X290,Bronx Academy of Health Careers,Fordham - Bronx Park,True,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,334.0
10X254,I.S. 254,Fordham - Bronx Park,False,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,452.0
11X287,North Bronx School of Empowerment,Fordham - Bronx Park,True,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,377.0
10X280,P.S./M.S. 280 Mosholu Parkway,Fordham - Bronx Park,False,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,727.0
10X307,Luisa Pineiro Fuentes School of Science and Discov,Fordham - Bronx Park,False,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,
10X020,"PS/MS 20 P.O.George J. Werdann, III",Fordham - Bronx Park,False,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,863.0
10X159,P.S. 159 Luis Munoz Marin Biling,Fordham - Bronx Park,False,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,146.0
11X265,Bronx Lab School,Fordham - Bronx Park,True,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,292.0
10X264,Bronx Academy for Software Engineering (BASE),Fordham - Bronx Park,False,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,390.0
10X308,Bronx Dance Academy School,Fordham - Bronx Park,False,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,277.0
10X008,P.S. 008 Isaac Varian,Fordham - Bronx Park,True,40.95,4,Moderate,132.4,28.4,115.3,2.1,24.5,692.0
08X119,The Dr. Emmett W. Bassett School,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,565.0
08X093,P.S. 093 Albert G. Oliver,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,404.0
11X481,The STEAM Bridge School,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,287.0
08X123,J.H.S. 123 James M. Kieran,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,511.0
11X498,P.S./M.S. 11X498 - Van Nest Academy,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,615.0
08X100,P.S. 100 Isaac Clason,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,472.0
11X108,P.S. 108 Philip J. Abinanti,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,711.0
08X312,Millennium Art Academy,Pelham - Throgs Neck,True,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,356.0
08X467,Mott Hall Community School,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,284.0
08X107,P.S. 107,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,451.0
08X101,M.S. X101 Edward R. Byrne,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,588.0
11X105,P.S. 105 Sen Abraham Bernstein,Pelham - Throgs Neck,True,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,727.0
08X452,Gotham Collaborative High School,Pelham - Throgs Neck,True,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,336.0
12X478,The Cinema School,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,319.0
11X106,P.S. 106 Parkchester,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,895.0
08X448,Soundview Academy for Culture and Scholarship,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,255.0
11X083,P.S. 083 Donald Hertz,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,1579.0
75X721,P.S. X721 - Stephen McSweeney School,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,
75M501,Home Instruction,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,
75X010,P.S. X010,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,
75X012,P.S. X012 Lewis and Clark School,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,
08X014,P.S. X014 Senator John Calandra,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,764.0
08X583,P.S. 583,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,460.0
11X567,Linden Tree Elementary School,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,349.0
08X036,P.S. 036 Unionport,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,730.0
12X521,The Metropolitan Soundview High School,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,403.0
08X562,Blueprint Middle School,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,597.0
08X558,Westchester Square Academy,Pelham - Throgs Neck,True,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,427.0
12X047,P.S. 047 John Randolph,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,868.0
12X550,High School of World Cultures,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,418.0
11X127,J.H.S. 127 The Castle Hill,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,839.0
08X069,P.S. 069 Journey Prep School,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,508.0
08X071,P.S. 071 Rose E. Scala,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,1139.0
08X537,Bronx Arena High School,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,
08X072,P.S. 072 Dr. William Dorney,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,647.0
08X561,Bronx Compass High School,Pelham - Throgs Neck,True,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,435.0
08X131,J.H.S. 131 Albert Einstein,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,343.0
75M401,Hospital Schools,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,
08X375,The Bronx Mathematics Preparatory School,Pelham - Throgs Neck,True,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,216.0
08X293,Renaissance High School for Musical Theater and th,Pelham - Throgs Neck,True,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,405.0
08X367,"Archimedes Academy for Math, Science and Technolog",Pelham - Throgs Neck,True,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,499.0
12X388,Pan American International High School at Monroe,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,389.0
08X371,Urban Institute of Mathematics,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,402.0
08X320,Pelham Lab High School,Pelham - Throgs Neck,True,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,335.0
08X304,P.S. 304 Early Childhood School,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,586.0
08X392,Bronx Delta School,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,430.0
11X175,P.S. 175 City Island,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,280.0
11X357,Young Voices Academy of the Bronx,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,403.0
12X195,P.S. 195,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,765.0
12X196,P.S. 196,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,744.0
08X337,The School for Inquiry and Social Justice,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,404.0
08X138,P.S. 138 Samuel Randall,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,556.0
08X405,Herbert H. Lehman High School,Pelham - Throgs Neck,True,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,1128.0
08X282,Women's Academy of Excellence,Pelham - Throgs Neck,True,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,202.0
11X418,Bronx High School for the Visual Arts,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,430.0
08X349,Bronx River High School,Pelham - Throgs Neck,True,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,430.0
08X152,P.S. 152 Evergreen,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,727.0
08X348,Schuylerville Preparatory High School,Pelham - Throgs Neck,True,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,352.0
11X194,P.S./M.S. 194,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,1243.0
08X432,Bronx Bridges High School,Pelham - Throgs Neck,True,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,401.0
08X377,Bronx Community High School,Pelham - Throgs Neck,True,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,
08X376,Antonia Pantoja Preparatory Academy: A College Boa,Pelham - Throgs Neck,True,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,429.0
12X242,Mott Hall V,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,662.0
08X182,P.S. 182,Pelham - Throgs Neck,False,21.76,5,Low,98.3,24.1,102.1,1.5,20.1,440.0
11X076,P.S. 076 The Bennington School,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,648.0
11X532,Baychester Middle School,Northeast Bronx,True,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,313.0
11X529,One World Middle School at Edenwald,Northeast Bronx,True,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,334.0
11X068,P.S. 068 Bronx,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,540.0
11X078,P.S. 078 Anne Hutchinson,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,718.0
75X596,P.S. X596,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,
11X355,Bronx Alliance Middle School,Northeast Bronx,True,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,209.0
11X016,P.S. 016 Wakefield,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,390.0
11X019,P.S. 019 Judith K. Weiss,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,702.0
11X021,P.S. 021 Philip H. Sheridan,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,466.0
11X249,Bronx Health Sciences High School,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,361.0
11X566,Pelham Gardens Middle School,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,323.0
11X542,Pelham Preparatory Academy,Northeast Bronx,True,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,474.0
11X288,Collegiate Institute for Math and Science,Northeast Bronx,True,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,584.0
11X513,New World High School,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,324.0
11X514,The Bronxwood Preparatory Academy,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,429.0
11X144,J.H.S. 144 Michelangelo,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,410.0
11X121,P.S. 121 Throop,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,654.0
11X112,P.S. 112 Bronxwood,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,398.0
11X111,P.S. 111 Seton Falls,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,448.0
11X153,P.S. 153 Helen Keller,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,458.0
11X160,P.S. 160 Walt Disney,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,305.0
11X455,Harry S Truman High School,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,1806.0
11X169,Baychester Academy,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,382.0
11X103,P.S. 103 Hector Fontanez,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,881.0
11X462,Cornerstone Academy for Social Action Middle Schoo,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,179.0
75X723,P.S. 723,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,
11X097,P.S. 097 Bronx,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,627.0
75X176,P.S. X176,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,
11X178,P.S. 178 - Dr. Selman Waksman,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,371.0
11X299,Astor Collegiate Academy,Northeast Bronx,True,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,447.0
11X180,M.S. 180 Dr. Daniel Hale Williams,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,802.0
11X483,The Matilda Avenue School,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,256.0
11X181,I.S. 181 Pablo Casals,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,509.0
11X089,P.S. 089 Bronx,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,1254.0
11X087,P.S. 087 Bronx,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,348.0
11X508,Bronxdale High School,Northeast Bronx,True,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,409.0
11X509,High School of Language and Innovation,Northeast Bronx,True,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,434.0
11X189,Cornerstone Academy for Social Action,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,287.0
11X270,Academy for Scholarship and Entrepreneurship: A Co,Northeast Bronx,False,14.73,6,Very Low,104.6,22.3,98.4,1.2,18.2,469.0
10X007,Milton Fein School,Kingsbridge - Riverdale,False,2.57,7,Very Low,44.8,18.5,85.2,0.8,12.5,391.0
10X284,Bronx School of Law and Finance,Kingsbridge - Riverdale,False,2.57,7,Very Low,44.8,18.5,85.2,0.8,12.5,362.0
10X141,Riverdale / Kingsbridge Academy (Middle School / H,Kingsbridge - Riverdale,False,2.57,7,Very Low,44.8,18.5,85.2,0.8,12.5,1425.0
10X344,Ampark Neighborhood,Kingsbridge - Riverdale,True,2.57,7,Very Low,44.8,18.5,85.2,0.8,12.5,310.0
10X037,P.S. X037 - Multiple Intelligence School,Kingsbridge - Riverdale,False,2.57,7,Very Low,44.8,18.5,85.2,0.8,12.5,485.0
10X244,The New School for Leadership and Journalism,Kingsbridge - Riverdale,False,2.57,7,Very Low,44.8,18.5,85.2,0.8,12.5,615.0
10X237,"The Marie Curie School for Medicine, Nursing, and",Kingsbridge - Riverdale,False,2.57,7,Very Low,44.8,18.5,85.2,0.8,12.5,287.0
10X360,P.S. 360,Kingsbridge - Riverdale,False,2.57,7,Very Low,44.8,18.5,85.2,0.8,12.5,305.0
10X213,Bronx Engineering and Technology Academy,Kingsbridge - Riverdale,False,2.57,7,Very Low,44.8,18.5,85.2,0.8,12.5,344.0
10X207,P.S. 207,Kingsbridge - Riverdale,False,2.57,7,Very Low,44.8,18.5,85.2,0.8,12.5,423.0
10X546,Bronx Theatre High School,Kingsbridge - Riverdale,False,2.57,7,Very Low,44.8,18.5,85.2,0.8,12.5,249.0
10X368,In-Tech Academy (M.S. / High School 368),Kingsbridge - Riverdale,False,2.57,7,Very Low,44.8,18.5,85.2,0.8,12.5,995.0
10X081,P.S. 081 Robert J. Christen,Kingsbridge - Riverdale,False,2.57,7,Very Low,44.8,18.5,85.2,0.8,12.5,734.0
10X095,P.S. 095 Sheila Mencher,Kingsbridge - Riverdale,True,2.57,7,Very Low,44.8,18.5,85.2,0.8,12.5,924.0
10X477,Marble Hill High School for International Studies,Kingsbridge - Riverdale,False,2.57,7,Very Low,44.8,18.5,85.2,0.8,12.5,403.0
10X397,English Language Learners and International Suppor,Kingsbridge - Riverdale,False,2.57,7,Very Low,44.8,18.5,85.2,0.8,12.5,
10X024,P.S. 024 Spuyten Duyvil,Kingsbridge - Riverdale,False,2.57,7,Very Low,44.8,18.5,85.2,0.8,12.5,755.0
10X310,P.S. 310 Marble Hill,Kingsbridge - Riverdale,False,2.57,7,Very Low,44.8,18.5,85.2,0.8,12.5,471.0
